name,X-CUASHI,Topic Category,EPSG code,Geography,,,,uri,Type/format,abstract,License
TRMM 3BB24RT 2015-04-15 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041506.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-15 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041509.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-15 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041512.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-15 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041515.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-15 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041518.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-15 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041521.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-16 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041600.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-16 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041603.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-16 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041606.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-16 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041609.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-16 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041612.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-16 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041615.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-16 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041618.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-16 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041621.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-17 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041700.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-17 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041703.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-17 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041706.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-17 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041709.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-17 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041712.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-17 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041715.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-17 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041718.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-17 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041721.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-18 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041800.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-18 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041803.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-18 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041806.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-18 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041809.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-18 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041812.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-18 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041815.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-18 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041818.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-18 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041821.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-19 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041900.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-19 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041903.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-19 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041906.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-19 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041909.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-19 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041912.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-19 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041915.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-19 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041918.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-19 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015041921.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-20 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042000.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-20 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042003.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-20 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042006.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-20 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042009.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-20 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042012.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-20 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042015.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-20 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042018.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-20 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042021.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-21 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042100.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-21 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042103.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-21 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042106.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-21 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042109.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-21 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042112.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-21 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042115.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-21 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042118.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-21 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042121.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-22 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042200.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-22 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042203.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-22 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042206.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-22 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042209.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-22 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042212.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-22 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042215.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-04-22 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,4532","29,7988","4,22195","-61,025",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015042218.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
